brand,model,prod_year,mileage,engine_capacity,fuel_type,power,gearbox,body_type,doors,seats,color,condition,price
Toyota,Yaris,2008,166 700 km,998 cm3,Benzyna+LPG,69 KM,Manualna,Auta miejskie,5.0,5.0,Czerwony,Używane,14 900        PLN
Toyota,Yaris,2018,152 600 km,1 496 cm3,Benzyna,111 KM,Manualna,Auta małe,5.0,5.0,Biały,Używane,43 500        PLN
Toyota,Prius,2009,246 000 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Kompakt,5.0,,Biały,Używane,42 500        PLN
Toyota,Auris,2011,144 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Kompakt,5.0,5.0,Srebrny,Używane,34 500        PLN
Toyota,Auris,2016,75 000 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Kombi,5.0,5.0,Beżowy,Używane,68 900        PLN
Toyota,Corolla,2021,8 500 km,1 987 cm3,Hybryda,153 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,135 900        PLN
Toyota,Corolla,2019,74 100 km,1 197 cm3,Benzyna,116 KM,Manualna,Kompakt,5.0,5.0,Inny kolor,Używane,74 000        PLN
Toyota,Auris,2010,296 000 km,1 364 cm3,Diesel,90 KM,Manualna,Kompakt,5.0,5.0,Srebrny,Używane,13 500        PLN
Toyota,Prius,2008,253 550 km,1 497 cm3,Hybryda,78 KM,Automatyczna,Kompakt,5.0,5.0,Czarny,Używane,36 900        PLN
Toyota,iQ,2010,132 000 km,998 cm3,Benzyna,68 KM,Manualna,Auta małe,3.0,4.0,Biały,Używane,18 000        PLN
Toyota,RAV4,2019,9 300 km,1 987 cm3,Benzyna,173 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,140 000        PLN
Toyota,RAV4,2017,130 000 km,2 494 cm3,Hybryda,155 KM,Automatyczna,SUV,5.0,5.0,Brązowy,Używane,108 000        PLN
Toyota,Prius,2012,208 300 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Kompakt,5.0,5.0,Biały,Używane,65 900        PLN
Toyota,Avensis,2008,194 256 km,1 998 cm3,Diesel,126 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,23 999        PLN
Toyota,Avensis,2006,217 031 km,2 231 cm3,Diesel,177 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,16 200        PLN
Toyota,Aygo,2021,5 800 km,998 cm3,Benzyna,72 KM,Manualna,Auta małe,5.0,4.0,Czerwony,Używane,49 000        PLN
Toyota,Auris,2012,97 445 km,1 598 cm3,Benzyna,132 KM,Manualna,Auta miejskie,5.0,5.0,Biały,Używane,31 900        PLN
Toyota,Verso,2010,110 000 km,1 798 cm3,Benzyna,147 KM,Manualna,Minivan,5.0,7.0,Czarny,Używane,39 900        PLN
Toyota,Aygo,2021,7 800 km,998 cm3,Benzyna,72 KM,Manualna,Auta małe,5.0,4.0,Biały,Używane,53 500        PLN
Toyota,ProAce,2020,40 000 km,2 000 cm3,Diesel,177 KM,Automatyczna,Minivan,5.0,7.0,Szary,Używane,195 570        PLN
Toyota,C-HR,2017,73 500 km,1 798 cm3,Hybryda,98 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Używane,100 900        PLN
Toyota,Proace City Verso,2020,47 500 km,1 499 cm3,Diesel,130 KM,Automatyczna,Minivan,5.0,5.0,Srebrny,Używane,121 900        PLN
Toyota,Aygo,2007,284 185 km,1 398 cm3,Diesel,54 KM,Manualna,Auta małe,5.0,4.0,Inny kolor,Używane,9 900        PLN
Toyota,RAV4,2014,132 000 km,1 987 cm3,Benzyna,152 KM,Manualna,SUV,5.0,5.0,Inny kolor,Używane,79 900        PLN
Toyota,Auris,2011,129 500 km,1 598 cm3,Benzyna,132 KM,Manualna,Kompakt,5.0,5.0,Srebrny,Używane,41 900        PLN
Toyota,Aygo,2020,19 600 km,998 cm3,Benzyna,72 KM,Manualna,Auta małe,5.0,4.0,Biały,Używane,47 900        PLN
Toyota,RAV4,2019,65 681 km,2 500 cm3,Benzyna,193 KM,Automatyczna,SUV,5.0,,Czarny,Używane,79 999        PLN
Toyota,Avensis,2005,324 000 km,1 995 cm3,Diesel,116 KM,Manualna,Kombi,5.0,5.0,Granatowy,Używane,9 900        PLN
Toyota,Yaris,2008,215 000 km,1 296 cm3,Benzyna,87 KM,Manualna,Auta miejskie,5.0,5.0,Szary,Używane,18 900        PLN
Toyota,Land Cruiser,2001,154 000 km,2 982 cm3,Diesel,163 KM,Manualna,SUV,3.0,5.0,Zielony,Używane,52 000        PLN
Toyota,Auris,2010,183 000 km,1 364 cm3,Diesel,90 KM,Manualna,Auta miejskie,5.0,5.0,Czarny,Używane,23 400        PLN
Toyota,Camry,1991,307 000 km,2 959 cm3,Benzyna,188 KM,Automatyczna,Sedan,4.0,5.0,Inny kolor,Używane,38 500        PLN
Toyota,C-HR,2018,49 000 km,1 798 cm3,Hybryda,98 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,103 800        PLN
Toyota,GT86,2013,240 000 km,1 998 cm3,Benzyna,200 KM,Automatyczna,Coupe,3.0,4.0,Granatowy,Używane,60 000        PLN
Toyota,RAV4,2007,181 812 km,2 231 cm3,Diesel,136 KM,Manualna,SUV,5.0,5.0,Srebrny,Używane,29 900        PLN
Toyota,Auris,2013,175 242 km,1 998 cm3,Diesel,124 KM,Manualna,Kombi,5.0,5.0,Czerwony,Używane,39 900        PLN
Toyota,Land Cruiser,2007,467 000 km,2 982 cm3,Diesel,173 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,65 000        PLN
Toyota,Prius,2012,151 000 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Kompakt,5.0,5.0,Szary,Używane,48 000        PLN
Toyota,Auris,2011,249 000 km,1 364 cm3,Diesel,90 KM,Manualna,Auta miejskie,5.0,5.0,Inny kolor,Używane,24 900        PLN
Toyota,Yaris,2012,95 000 km,1 329 cm3,Benzyna,99 KM,Manualna,Auta miejskie,5.0,5.0,Inny kolor,Używane,37 900        PLN
Toyota,Auris,2013,184 000 km,1 364 cm3,Diesel,90 KM,Manualna,Kombi,5.0,5.0,Granatowy,Używane,36 900        PLN
Toyota,Yaris,2008,172 000 km,998 cm3,Benzyna,69 KM,Manualna,Auta miejskie,5.0,5.0,Czerwony,Używane,19 300        PLN
Toyota,Avensis,2009,235 500 km,1 998 cm3,Diesel,126 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,25 900        PLN
Toyota,Yaris,2018,92 000 km,1 497 cm3,Hybryda,75 KM,Automatyczna,Auta miejskie,5.0,5.0,Bordowy,Używane,58 900        PLN
Toyota,Avensis,2016,198 341 km,1 987 cm3,Benzyna,152 KM,Automatyczna,Sedan,5.0,5.0,Czarny,Używane,65 900        PLN
Toyota,Avensis,2012,233 300 km,1 998 cm3,Diesel,124 KM,Manualna,Sedan,4.0,5.0,Szary,Używane,32 900        PLN
Toyota,Corolla,2019,141 950 km,1 798 cm3,Hybryda,98 KM,Automatyczna,Kompakt,4.0,5.0,Niebieski,Używane,92 500        PLN
Toyota,Auris,2015,169 000 km,1 598 cm3,Benzyna,132 KM,Automatyczna,Kompakt,5.0,5.0,Biały,Używane,49 999        PLN
Toyota,Auris,2017,70 900 km,1 197 cm3,Benzyna,116 KM,Manualna,Kompakt,5.0,5.0,Czarny,Używane,54 900        PLN
Toyota,Highlander,2018,52 692 km,2 487 cm3,Hybryda,190 KM,Automatyczna,SUV,5.0,7.0,Biały,Używane,155 000        PLN
Toyota,Land Cruiser,2001,507 000 km,2 982 cm3,Diesel,163 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,79 000        PLN
Toyota,RAV4,2017,102 918 km,1 987 cm3,Benzyna,152 KM,Automatyczna,SUV,5.0,5.0,Brązowy,Używane,99 900        PLN
Toyota,Avensis,2015,198 190 km,1 995 cm3,Diesel,143 KM,Manualna,Sedan,4.0,5.0,Srebrny,Używane,53 900        PLN
Toyota,Avensis,2015,234 000 km,1 995 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,51 900        PLN
Toyota,Auris,2015,109 000 km,1 598 cm3,Benzyna+LPG,132 KM,Manualna,Kompakt,5.0,5.0,Czarny,Używane,49 900        PLN
Toyota,RAV4,2020,19 820 km,2 487 cm3,Hybryda,177 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,174 900        PLN
Toyota,Avensis,2009,255 223 km,2 231 cm3,Diesel,150 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,31 000        PLN
Toyota,Yaris,2017,96 500 km,1 497 cm3,Hybryda,74 KM,Automatyczna,Auta małe,5.0,5.0,Czerwony,Używane,59 900        PLN
Toyota,Corolla,2020,16 500 km,1 598 cm3,Benzyna,132 KM,Manualna,Sedan,4.0,5.0,Czarny,Używane,88 888        PLN
Toyota,Proace City,2022,1 km,1 499 cm3,Diesel,130 KM,Manualna,Minivan,4.0,3.0,Biały,Nowe,151 290        PLN
Toyota,Corolla,2019,25 800 km,1 798 cm3,Hybryda,98 KM,Automatyczna,Kompakt,5.0,5.0,Biały,Używane,85 900        PLN
Toyota,RAV4,2018,80 000 km,2 494 cm3,Hybryda,197 KM,Automatyczna,SUV,5.0,5.0,Bordowy,Używane,136 800        PLN
Toyota,Yaris,2021,19 665 km,1 618 cm3,Benzyna,261 KM,Manualna,Kompakt,3.0,5.0,Biały,Używane,179 900        PLN
Toyota,Avensis,2015,484 931 km,1 998 cm3,Diesel,124 KM,Manualna,Kombi,5.0,5.0,Złoty,Używane,36 900        PLN
Toyota,Prius,2009,220 000 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Kompakt,5.0,5.0,Biały,Używane,37 999        PLN
Toyota,RAV4,2014,125 555 km,1 987 cm3,Benzyna,152 KM,Automatyczna,SUV,5.0,5.0,Czerwony,Używane,77 000        PLN
Toyota,Aygo,2013,147 000 km,998 cm3,Benzyna,68 KM,Manualna,Auta małe,3.0,4.0,Czarny,Używane,17 800        PLN
Toyota,Corolla,2020,49 800 km,1 197 cm3,Benzyna,116 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,74 200        PLN
Toyota,Land Cruiser,2016,75 000 km,2 755 cm3,Diesel,177 KM,Automatyczna,SUV,5.0,7.0,Czarny,Używane,208 800        PLN
Toyota,Avensis,2004,210 051 km,1 995 cm3,Diesel,116 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,12 900        PLN
Toyota,Auris,2007,130 150 km,1 398 cm3,Benzyna,97 KM,Manualna,Kompakt,3.0,5.0,Szary,Używane,20 900        PLN
Toyota,Avensis,2014,119 000 km,1 987 cm3,Benzyna,152 KM,Manualna,Kombi,4.0,5.0,Srebrny,Używane,55 900        PLN
Toyota,C-HR,2017,119 000 km,1 798 cm3,Hybryda,98 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,87 500        PLN
Toyota,Land Cruiser,1998,323 000 km,2 982 cm3,Diesel,125 KM,Manualna,SUV,3.0,5.0,Granatowy,Używane,31 900        PLN
Toyota,Auris,2016,141 000 km,1 329 cm3,Benzyna+LPG,99 KM,Manualna,Kompakt,5.0,,Biały,Używane,57 500        PLN
Toyota,Land Cruiser,2022,25 km,4 500 cm3,Diesel,205 KM,Manualna,SUV,5.0,5.0,Szary,Używane,329 000        PLN
Toyota,RAV4,2009,130 000 km,2 231 cm3,Diesel,150 KM,Manualna,SUV,5.0,5.0,Czarny,Używane,38 900        PLN
Toyota,Avensis,2013,245 620 km,1 998 cm3,Diesel,124 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,32 500        PLN
Toyota,Yaris,2007,175 000 km,1 298 cm3,Benzyna,87 KM,Manualna,Auta miejskie,5.0,5.0,Czarny,Używane,17 900        PLN
Toyota,Corolla,2007,194 440 km,1 598 cm3,Benzyna,110 KM,Manualna,Kompakt,5.0,5.0,Srebrny,Używane,17 600        PLN
Toyota,Yaris,2020,29 000 km,998 cm3,Benzyna,72 KM,Manualna,Auta miejskie,5.0,5.0,Srebrny,Używane,56 500        PLN
Toyota,Auris,2018,159 098 km,1 364 cm3,Diesel,90 KM,Manualna,Kombi,5.0,5.0,Biały,Używane,49 990        PLN
Toyota,Avensis,2017,153 520 km,1 995 cm3,Diesel,143 KM,Manualna,Kombi,5.0,,Srebrny,Używane,59 700        PLN
Toyota,C-HR,2022,6 000 km,1 987 cm3,Hybryda,152 KM,Automatyczna,SUV,5.0,5.0,Czerwony,Używane,149 900        PLN
Toyota,Corolla,2021,8 900 km,1 798 cm3,Hybryda,98 KM,Automatyczna,Kombi,5.0,5.0,Biały,Używane,119 700        PLN
Toyota,Corolla,2017,95 000 km,1 329 cm3,Benzyna,99 KM,Manualna,Sedan,4.0,5.0,Biały,Używane,50 500        PLN
Toyota,Auris,2016,122 000 km,1 329 cm3,Benzyna,99 KM,Manualna,Kompakt,5.0,5.0,Srebrny,Używane,44 900        PLN
Toyota,Yaris,2004,103 000 km,998 cm3,Benzyna,65 KM,Manualna,Auta miejskie,5.0,5.0,Czarny,Używane,6 900        PLN
Toyota,Avensis,2004,331 673 km,1 995 cm3,Diesel,116 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,9 000        PLN
Toyota,RAV4,2017,76 000 km,2 494 cm3,Hybryda,155 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Używane,109 899        PLN
Toyota,Avensis,2009,304 067 km,1 998 cm3,Diesel,126 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,19 999        PLN
Toyota,Avensis,2017,132 000 km,1 998 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,62 500        PLN
Toyota,C-HR,2017,87 175 km,1 798 cm3,Hybryda,98 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Używane,99 999        PLN
Toyota,Avensis,2009,227 000 km,2 231 cm3,Diesel,150 KM,Manualna,Sedan,5.0,5.0,Szary,Używane,27 500        PLN
Toyota,Corolla,2022,1 km,1 798 cm3,Hybryda,122 KM,Automatyczna,Sedan,4.0,5.0,Srebrny,Nowe,132 320        PLN
Toyota,Auris,2017,165 000 km,1 364 cm3,Diesel,90 KM,Manualna,Kompakt,5.0,,Biały,Używane,41 900        PLN
Toyota,Avensis,2004,383 000 km,1 995 cm3,Diesel,116 KM,Manualna,Kombi,5.0,,Inny kolor,Używane,7 600        PLN
Toyota,C-HR,2019,58 081 km,1 798 cm3,Hybryda,122 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,97 000        PLN
Toyota,Yaris,2018,48 632 km,1 497 cm3,Benzyna+LPG,111 KM,Manualna,Kompakt,5.0,5.0,Biały,Używane,64 000        PLN
Toyota,Auris,2008,250 000 km,1 598 cm3,Benzyna,124 KM,Manualna,Kompakt,5.0,5.0,Szary,Używane,18 999        PLN
Toyota,C-HR,2017,50 703 km,1 798 cm3,Hybryda,122 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Używane,96 000        PLN
Toyota,Avensis,2015,182 000 km,1 995 cm3,Diesel,143 KM,Manualna,Sedan,4.0,5.0,Srebrny,Używane,51 900        PLN
Toyota,Verso,2010,209 380 km,1 998 cm3,Diesel,126 KM,Manualna,Minivan,5.0,7.0,Czarny,Używane,25 500        PLN
Toyota,Corolla,2004,230 000 km,1 398 cm3,Benzyna,97 KM,Manualna,Kompakt,3.0,5.0,Srebrny,Używane,9 600        PLN
Toyota,Yaris,2020,12 900 km,1 496 cm3,Benzyna,111 KM,Automatyczna,Auta miejskie,5.0,5.0,Bordowy,Używane,65 900        PLN
Toyota,ProAce,2017,160 000 km,2 000 cm3,Diesel,150 KM,Manualna,Minivan,4.0,8.0,Czarny,Używane,145 300        PLN
Toyota,Corolla,2018,99 300 km,1 364 cm3,Diesel,90 KM,Manualna,Sedan,4.0,5.0,Biały,Używane,61 500        PLN
Toyota,Avensis,2009,165 000 km,1 998 cm3,Diesel,126 KM,Manualna,Kombi,5.0,5.0,Szary,Używane,31 500        PLN
Toyota,Corolla,2017,72 700 km,1 598 cm3,Benzyna,132 KM,Manualna,Sedan,4.0,5.0,Niebieski,Używane,65 200        PLN
Toyota,RAV4,2003,144 000 km,1 995 cm3,Diesel,116 KM,Manualna,SUV,3.0,4.0,Srebrny,Używane,18 300        PLN
Toyota,Yaris,2007,190 000 km,1 364 cm3,Diesel,90 KM,Manualna,Auta miejskie,5.0,5.0,Niebieski,Używane,16 800        PLN
Toyota,Prius+,2018,238 000 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Minivan,5.0,7.0,Czarny,Używane,85 900        PLN
Toyota,Verso,2015,94 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Minivan,5.0,5.0,Biały,Używane,59 970        PLN
Toyota,Yaris,2019,45 000 km,998 cm3,Benzyna,72 KM,Manualna,Auta miejskie,5.0,5.0,Biały,Używane,48 900        PLN
Toyota,Avensis,2009,275 000 km,1 998 cm3,Diesel,126 KM,Manualna,Kombi,5.0,5.0,Inny kolor,Używane,24 900        PLN
Toyota,Auris,2018,65 700 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Kompakt,5.0,5.0,Brązowy,Używane,69 900        PLN
Toyota,Yaris,2006,249 000 km,1 798 cm3,Benzyna,133 KM,Manualna,Auta miejskie,5.0,5.0,Szary,Używane,17 900        PLN
Toyota,Corolla,2010,169 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Sedan,4.0,5.0,Srebrny,Używane,31 300        PLN
Toyota,Avensis,2007,201 388 km,1 998 cm3,Benzyna,147 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,17 000        PLN
Toyota,Aygo,2008,132 000 km,998 cm3,Benzyna,68 KM,Manualna,Auta małe,5.0,4.0,Srebrny,Używane,12 300        PLN
Toyota,Auris,2016,238 000 km,1 364 cm3,Diesel,90 KM,Manualna,Kombi,5.0,5.0,Biały,Używane,38 900        PLN
Toyota,Avensis,2017,110 000 km,1 798 cm3,Benzyna,147 KM,Automatyczna,Sedan,4.0,5.0,Srebrny,Używane,61 999        PLN
Toyota,RAV4,2020,61 530 km,2 487 cm3,Hybryda,177 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Używane,145 500        PLN
Toyota,Yaris,2017,91 300 km,1 497 cm3,Hybryda,110 KM,Automatyczna,Auta miejskie,5.0,5.0,Niebieski,Używane,63 500        PLN
Toyota,Auris,2014,156 000 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Kombi,5.0,5.0,Czerwony,Używane,59 900        PLN
Toyota,Verso S,2013,159 000 km,1 329 cm3,Benzyna,99 KM,Manualna,Minivan,5.0,5.0,Srebrny,Używane,33 900        PLN
Toyota,Aygo,2016,31 500 km,998 cm3,Benzyna,69 KM,Manualna,Auta małe,5.0,4.0,Żółty,Używane,43 500        PLN
Toyota,Corolla,2019,39 500 km,1 598 cm3,Benzyna,132 KM,Manualna,Sedan,4.0,5.0,Czerwony,Używane,72 500        PLN
Toyota,Avensis,2006,305 000 km,1 794 cm3,Benzyna+LPG,129 KM,Automatyczna,Sedan,5.0,5.0,Szary,Używane,18 900        PLN
Toyota,RAV4,2009,218 000 km,1 987 cm3,Benzyna,158 KM,Automatyczna,SUV,5.0,4.0,Srebrny,Używane,55 350        PLN
Toyota,Avensis,2006,191 000 km,1 794 cm3,Benzyna,129 KM,Manualna,Sedan,4.0,5.0,Beżowy,Używane,14 900        PLN
Toyota,Corolla,2013,193 800 km,1 598 cm3,Benzyna,132 KM,Manualna,Sedan,4.0,5.0,Czerwony,Używane,43 000        PLN
Toyota,Auris,2016,268 000 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Kompakt,5.0,5.0,Biały,Używane,39 852        PLN
Toyota,Yaris,2018,46 000 km,998 cm3,Benzyna,72 KM,Manualna,Auta miejskie,5.0,5.0,Biały,Używane,47 500        PLN
Toyota,RAV4,2018,52 890 km,2 494 cm3,Hybryda,197 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,119 500        PLN
Toyota,Yaris,2017,78 043 km,1 329 cm3,Benzyna,99 KM,Manualna,Auta miejskie,5.0,5.0,Biały,Używane,45 900        PLN
Toyota,Avensis,2009,351 800 km,1 998 cm3,Diesel,126 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,20 500        PLN
Toyota,Verso,2014,175 000 km,1 598 cm3,Diesel,112 KM,Manualna,Minivan,5.0,5.0,Srebrny,Używane,39 800        PLN
Toyota,Yaris,2021,5 646 km,1 497 cm3,Hybryda,92 KM,Automatyczna,Auta miejskie,5.0,5.0,Czerwony,Używane,101 500        PLN
Toyota,Auris,2017,99 700 km,1 598 cm3,Benzyna,132 KM,Manualna,Kompakt,5.0,5.0,Brązowy,Używane,52 900        PLN
Toyota,RAV4,2019,15 000 km,1 987 cm3,Benzyna,173 KM,Manualna,SUV,5.0,5.0,Granatowy,Używane,127 500        PLN
Toyota,Corolla Verso,2005,190 900 km,1 794 cm3,Benzyna,129 KM,Manualna,Minivan,5.0,7.0,Czarny,Używane,23 900        PLN
Toyota,Avensis,2016,174 146 km,1 995 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Szary,Używane,52 900        PLN
Toyota,Yaris,2018,16 020 km,1 798 cm3,Benzyna,212 KM,Manualna,Kompakt,3.0,5.0,Biały,Używane,119 900        PLN
Toyota,Corolla,2022,11 km,1 490 cm3,Benzyna+LPG,125 KM,Manualna,Sedan,4.0,5.0,Biały,Nowe,94 900        PLN
Toyota,Yaris,2019,70 000 km,998 cm3,Benzyna,72 KM,Manualna,Auta miejskie,5.0,5.0,Inny kolor,Używane,49 900        PLN
Toyota,Sienna,2006,151 000 km,3 311 cm3,Benzyna+LPG,215 KM,Automatyczna,Minivan,5.0,7.0,Bordowy,Używane,48 900        PLN
Toyota,RAV4,2016,167 211 km,2 494 cm3,Hybryda,155 KM,Automatyczna,SUV,5.0,5.0,Brązowy,Używane,96 000        PLN
Toyota,Auris,2014,100 000 km,1 329 cm3,Benzyna,99 KM,Manualna,Kompakt,5.0,5.0,Srebrny,Używane,40 000        PLN
Toyota,Aygo,2017,90 000 km,998 cm3,Benzyna,69 KM,Automatyczna,Auta małe,5.0,5.0,Czerwony,Używane,40 000        PLN
Toyota,Hilux,2018,60 000 km,2 393 cm3,Diesel,150 KM,Automatyczna,SUV,4.0,5.0,Inny kolor,Używane,156 825        PLN
Toyota,Yaris,2015,56 000 km,1 497 cm3,Hybryda,73 KM,Automatyczna,Auta miejskie,5.0,5.0,Czerwony,Używane,53 900        PLN
Toyota,Auris,2018,109 887 km,1 364 cm3,Diesel,90 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,43 500        PLN
Toyota,RAV4,2017,158 000 km,1 987 cm3,Benzyna,152 KM,Manualna,SUV,5.0,5.0,Srebrny,Używane,99 900        PLN
Toyota,Auris,2017,29 700 km,1 329 cm3,Benzyna,99 KM,Manualna,Kompakt,5.0,5.0,Biały,Używane,58 999        PLN
Toyota,Proace Verso,2022,5 km,1 997 cm3,Diesel,177 KM,Automatyczna,Minivan,5.0,7.0,Czarny,Nowe,272 937        PLN
Toyota,Corolla,2010,159 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Sedan,4.0,5.0,Szary,Używane,30 900        PLN
Toyota,Avensis,2003,246 000 km,1 998 cm3,Benzyna,147 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,16 900        PLN
Toyota,Corolla,2019,90 000 km,1 798 cm3,Hybryda,98 KM,Automatyczna,Sedan,5.0,5.0,Biały,Używane,84 500        PLN
Toyota,Auris,2011,190 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Kompakt,5.0,5.0,Czarny,Używane,34 900        PLN
Toyota,RAV4,2018,50 000 km,2 494 cm3,Hybryda,155 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,125 900        PLN
Toyota,ProAce,2019,177 174 km,1 997 cm3,Diesel,150 KM,Manualna,Minivan,4.0,9.0,Biały,Używane,108 240        PLN
Toyota,C-HR,2022,5 km,1 798 cm3,Hybryda,98 KM,Automatyczna,SUV,5.0,5.0,Biały,Nowe,114 999        PLN
Toyota,Aygo,2016,102 000 km,998 cm3,Benzyna,69 KM,Manualna,Auta małe,5.0,4.0,Czarny,Używane,29 600        PLN
Toyota,RAV4,2013,137 000 km,2 231 cm3,Diesel,149 KM,Automatyczna,SUV,5.0,5.0,Biały,Używane,68 880        PLN
Toyota,Auris,2016,129 108 km,1 598 cm3,Benzyna,132 KM,Automatyczna,Kompakt,5.0,5.0,Srebrny,Używane,61 900        PLN
Toyota,Auris,2016,79 000 km,1 329 cm3,Benzyna,99 KM,Manualna,Kompakt,5.0,5.0,Srebrny,Używane,51 900        PLN
Toyota,Yaris,2006,101 000 km,1 298 cm3,Benzyna,87 KM,Automatyczna,Auta małe,3.0,5.0,Szary,Używane,16 900        PLN
Toyota,Corolla,2012,137 123 km,1 598 cm3,Benzyna,132 KM,Manualna,Sedan,4.0,5.0,Szary,Używane,35 900        PLN
Toyota,Yaris,2014,153 000 km,1 497 cm3,Hybryda,74 KM,Automatyczna,Auta miejskie,5.0,5.0,Biały,Używane,43 500        PLN
Toyota,Land Cruiser,2018,53 000 km,2 755 cm3,Diesel,177 KM,Automatyczna,SUV,5.0,5.0,Brązowy,Używane,249 800        PLN
Toyota,Aygo,2015,81 060 km,998 cm3,Benzyna,69 KM,Manualna,Auta małe,5.0,4.0,Czerwony,Używane,39 850        PLN
Toyota,Corolla,2022,2 km,1 987 cm3,Hybryda,197 KM,Automatyczna,SUV,5.0,5.0,Inny kolor,Nowe,154 267        PLN
Toyota,C-HR,2023,2 km,1 798 cm3,Hybryda,122 KM,Automatyczna,SUV,5.0,5.0,Biały,Nowe,139 710        PLN
Toyota,Yaris,2016,105 400 km,998 cm3,Benzyna,69 KM,Manualna,Auta miejskie,5.0,5.0,Brązowy,Używane,39 900        PLN
Toyota,Yaris,2011,235 000 km,1 329 cm3,Benzyna,99 KM,Manualna,Auta miejskie,5.0,5.0,Szary,Używane,24 900        PLN
Toyota,Corolla,2021,46 450 km,1 986 cm3,Hybryda,152 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,84 900        PLN
Toyota,Avensis,2012,223 400 km,1 998 cm3,Diesel,124 KM,Manualna,Kombi,5.0,5.0,Szary,Używane,38 000        PLN
Toyota,Auris,2016,115 735 km,1 598 cm3,Benzyna,132 KM,Manualna,Auta miejskie,5.0,5.0,Brązowy,Używane,50 900        PLN
Toyota,Yaris,2010,130 000 km,998 cm3,Benzyna,69 KM,Manualna,Auta miejskie,3.0,5.0,Czerwony,Używane,16 900        PLN
Toyota,Aygo,2016,14 012 km,998 cm3,Benzyna,69 KM,Automatyczna,Auta małe,5.0,4.0,Biały,Używane,45 700        PLN
Toyota,Avensis,2016,160 000 km,1 995 cm3,Diesel,143 KM,Manualna,Kombi,4.0,5.0,Granatowy,Używane,55 999        PLN
Toyota,Yaris,2021,37 513 km,1 490 cm3,Benzyna,125 KM,Manualna,Auta miejskie,5.0,5.0,Biały,Używane,39 999        PLN
Toyota,Avensis,2017,69 000 km,1 798 cm3,Benzyna,147 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,71 500        PLN
Toyota,Yaris,2016,92 662 km,998 cm3,Benzyna,69 KM,Manualna,Kompakt,5.0,5.0,Biały,Używane,42 800        PLN
Toyota,Corolla,2022,5 km,1 987 cm3,Hybryda,171 KM,Automatyczna,SUV,5.0,5.0,Biały,Nowe,150 600        PLN
Toyota,Auris,2014,102 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Kompakt,5.0,5.0,Czerwony,Używane,46 900        PLN
Toyota,Land Cruiser,2006,298 000 km,2 982 cm3,Diesel,166 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,65 000        PLN
